file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
influenza|3|1238469484|6291456|16,000000000000000|437610059|6291456|1,000000000000000|24786827|154808555
influenza|4|1083660932|6291456|20,000000000000000|335141348|6291456|1,000000000000000|25523924|154808555
influenza|5|990775808|6291456|23,000000000000000|304561006|6291456|0,000000000000000|25905283|154808555
influenza|6|928852388|6291456|24,000000000000000|284079508|6291456|0,000000000000000|26064988|154808555
influenza|7|884621388|6291456|26,000000000000000|270157068|6291456|0,000000000000000|26886185|154808555
influenza|8|851448140|6291456|27,000000000000000|261314756|6291456|0,000000000000000|29101700|154808555
influenza|9|825646712|6291456|29,000000000000000|254364309|6291456|0,000000000000000|30751728|154808555
influenza|11|788117364|6291456|30,000000000000000|247012819|6291456|0,000000000000000|35909977|154808555
influenza|15|774042825|6291456|32,000000000000000|233597105|6291456|0,000000000000000|37505798|154808555
influenza|30|774042900|6291456|34,000000000000000|225008150|6291456|0,000000000000000|49557806|154808555
influenza|60|774042900|6291456|34,000000000000000|243269888|6291456|0,000000000000000|78138272|154808555
GCIS-EF|-|9684224|6291456|20,0000|235154848|6291456|8,0000|8758648|154808555
GCIS-S8B|-|9901072|6291456|19,0000|232434968|6291456|2,0000|7361187|154808555
